PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,WE_STATUS,MIRO_STATUS,F110_STATUS,TOTAL_VALUE,Delivery_Delay_Days,COST_SAVINGS,DEFECT_RATE,Vendor_Risk
PO-00414,Delta_Logistics,2022-09-15,2022-09-18,Packaging,Pending,1208,41.62,39.46,,Yes,Completed,Pending,Not Paid,47667.68,3.0,2609.279999999996,,Low Risk
PO-00415,Beta_Supplies,2022-02-22,2022-03-11,Raw Materials,Delivered,1268,46.06,45.26,123.0,Yes,Completed,Verified,Paid,57389.68,17.0,1014.4000000000054,0.09700315457413249,Low Risk
PO-00416,Delta_Logistics,2022-04-05,2022-04-24,Office Supplies,Delivered,450,59.24,55.03,68.0,No,Completed,Verified,Paid,24763.5,19.0,1894.5000000000005,0.1511111111111111,High Risk
PO-00417,Gamma_Co,2023-10-12,2023-10-14,Electronics,Partially Delivered,689,102.53,95.23,38.0,Yes,Completed,Pending,Not Paid,65613.47,2.0,5029.699999999998,0.055152394775036286,Low Risk
PO-00418,Gamma_Co,2023-03-10,2023-03-29,MRO,Delivered,1106,44.05,38.6,51.0,Yes,Completed,Verified,Paid,42691.6,19.0,6027.699999999995,0.0461121157323689,Low Risk
PO-00419,Alpha_Inc,2022-10-11,2022-10-22,Office Supplies,Delivered,737,43.08,42.58,21.0,Yes,Completed,Verified,Paid,31381.46,11.0,368.5,0.028493894165535955,Low Risk
PO-00420,Alpha_Inc,2022-02-15,2022-03-04,Raw Materials,Delivered,509,76.76,74.72,7.0,No,Completed,Verified,Paid,38032.479999999996,17.0,1038.360000000003,0.0137524557956778,Low Risk
PO-00421,Alpha_Inc,2022-01-04,2022-01-06,Electronics,Delivered,1004,50.7,46.59,27.0,Yes,Completed,Verified,Paid,46776.36,2.0,4126.44,0.026892430278884463,Low Risk
PO-00422,Gamma_Co,2022-12-08,2022-12-19,MRO,Pending,1956,31.88,28.48,86.0,Yes,Completed,Pending,Not Paid,55706.88,11.0,6650.399999999997,0.04396728016359918,Low Risk
PO-00423,Delta_Logistics,2022-05-14,,Electronics,Delivered,519,51.73,47.52,81.0,No,Pending,Verified,Paid,24662.88,,2184.9899999999966,0.15606936416184972,High Risk
PO-00424,Gamma_Co,2023-10-15,2023-10-21,MRO,Partially Delivered,1448,25.06,21.62,84.0,Yes,Completed,Pending,Not Paid,31305.760000000002,6.0,4981.119999999997,0.058011049723756904,Low Risk
PO-00425,Gamma_Co,2022-09-26,2022-10-11,Packaging,Delivered,1095,26.91,23.75,53.0,Yes,Completed,Verified,Paid,26006.25,15.0,3460.2000000000003,0.048401826484018265,Low Risk
PO-00426,Alpha_Inc,2022-06-15,,MRO,Delivered,799,56.22,49.51,18.0,Yes,Pending,Verified,Paid,39558.49,,5361.290000000001,0.02252816020025031,Low Risk
PO-00427,Beta_Supplies,2023-03-29,2023-04-18,MRO,Partially Delivered,1743,51.04,47.15,160.0,Yes,Completed,Pending,Not Paid,82182.45,20.0,6780.270000000001,0.09179575444635686,Low Risk
PO-00428,Alpha_Inc,2023-07-19,2023-07-31,Raw Materials,Delivered,87,100.65,85.56,1.0,Yes,Completed,Verified,Paid,7443.72,12.0,1312.8300000000004,0.011494252873563218,Low Risk
PO-00429,Beta_Supplies,2023-12-24,,Raw Materials,Delivered,279,47.52,46.5,28.0,No,Pending,Verified,Paid,12973.5,,284.5800000000009,0.1003584229390681,High Risk
PO-00430,Delta_Logistics,2023-03-14,2023-03-25,Raw Materials,Delivered,1438,66.61,58.5,237.0,Yes,Completed,Verified,Paid,84123.0,11.0,11662.179999999998,0.16481223922114047,High Risk
PO-00431,Delta_Logistics,2023-07-29,2023-07-31,Office Supplies,Partially Delivered,612,72.93,63.32,99.0,Yes,Completed,Pending,Not Paid,38751.840000000004,2.0,5881.320000000004,0.16176470588235295,High Risk
PO-00432,Epsilon_Group,2022-01-10,2022-01-21,Packaging,Pending,487,11.18,10.63,15.0,Yes,Completed,Pending,Not Paid,5176.81,11.0,267.84999999999945,0.030800821355236138,Low Risk
PO-00433,Epsilon_Group,2022-04-25,2022-04-29,Packaging,Partially Delivered,1849,70.76,69.25,51.0,Yes,Completed,Pending,Not Paid,128043.25,4.0,2791.9900000000093,0.027582477014602487,Low Risk
PO-00434,Epsilon_Group,2022-03-19,2022-04-01,MRO,Partially Delivered,1356,26.28,25.44,47.0,Yes,Completed,Pending,Not Paid,34496.64,13.0,1139.0399999999997,0.03466076696165192,Low Risk
PO-00435,Delta_Logistics,2023-12-09,2023-12-29,Raw Materials,Delivered,76,107.59,96.33,10.0,Yes,Completed,Verified,Paid,7321.08,20.0,855.7600000000004,0.13157894736842105,High Risk
PO-00436,Alpha_Inc,2022-06-02,2022-06-13,Packaging,Partially Delivered,275,23.96,20.44,,Yes,Completed,Pending,Not Paid,5621.0,11.0,967.9999999999999,,Low Risk
PO-00437,Alpha_Inc,2023-07-13,2023-07-18,Packaging,Delivered,1350,51.57,48.07,,Yes,Completed,Verified,Paid,64894.5,5.0,4725.0,,Low Risk
PO-00438,Alpha_Inc,2022-02-06,,MRO,Delivered,847,17.77,17.39,,Yes,Pending,Verified,Paid,14729.33,,321.85999999999916,,Low Risk
PO-00439,Gamma_Co,2023-01-14,2023-01-27,MRO,Delivered,1682,105.7,101.3,94.0,Yes,Completed,Verified,Paid,170386.6,13.0,7400.800000000009,0.0558858501783591,Low Risk
PO-00440,Epsilon_Group,2023-08-20,2023-08-23,Electronics,Delivered,333,60.44,58.54,8.0,Yes,Completed,Verified,Paid,19493.82,3.0,632.6999999999995,0.024024024024024024,Low Risk
PO-00441,Alpha_Inc,2023-07-20,2023-08-02,Electronics,Cancelled,928,69.31,67.26,20.0,Yes,Completed,Pending,Not Paid,62417.280000000006,13.0,1902.3999999999974,0.021551724137931036,Low Risk
PO-00442,Epsilon_Group,2022-06-01,2022-06-12,MRO,Partially Delivered,1009,16.44,16.18,,Yes,Completed,Pending,Not Paid,16325.619999999999,11.0,262.34000000000157,,Low Risk
PO-00443,Epsilon_Group,2023-03-17,2023-04-03,Electronics,Pending,1554,82.92,74.82,44.0,Yes,Completed,Pending,Not Paid,116270.27999999998,17.0,12587.400000000012,0.028314028314028315,Low Risk
PO-00444,Gamma_Co,2022-05-11,2022-05-25,Packaging,Partially Delivered,502,29.47,28.94,27.0,Yes,Completed,Pending,Not Paid,14527.880000000001,14.0,266.0599999999988,0.053784860557768925,Low Risk
PO-00445,Delta_Logistics,2022-02-12,2022-02-13,MRO,Delivered,1069,91.28,82.64,,Yes,Completed,Verified,Paid,88342.16,1.0,9236.16,,Low Risk
PO-00446,Alpha_Inc,2022-11-12,2022-11-18,MRO,Pending,1902,29.89,25.83,41.0,Yes,Completed,Pending,Not Paid,49128.659999999996,6.0,7722.120000000004,0.021556256572029444,Low Risk
PO-00447,Gamma_Co,2023-01-09,,Raw Materials,Pending,865,28.79,25.69,47.0,Yes,Pending,Pending,Not Paid,22221.850000000002,,2681.499999999998,0.05433526011560694,Low Risk
PO-00448,Delta_Logistics,2022-02-10,2022-02-26,Packaging,Partially Delivered,708,13.36,11.61,,No,Completed,Pending,Not Paid,8219.88,16.0,1239.0,,Low Risk
PO-00449,Delta_Logistics,2023-01-02,2023-01-07,Packaging,Delivered,1589,55.64,48.52,,Yes,Completed,Verified,Paid,77098.28,5.0,11313.679999999997,,Low Risk
PO-00450,Alpha_Inc,2022-08-04,2022-08-14,Office Supplies,Delivered,596,62.96,61.88,9.0,Yes,Completed,Verified,Paid,36880.48,10.0,643.6799999999989,0.015100671140939598,Low Risk
PO-00451,Epsilon_Group,2023-11-30,2023-12-04,Office Supplies,Delivered,1265,17.66,16.97,34.0,Yes,Completed,Verified,Paid,21467.05,4.0,872.8500000000016,0.026877470355731226,Low Risk
PO-00452,Beta_Supplies,2022-09-13,2022-10-01,Raw Materials,Delivered,1122,82.99,81.7,118.0,No,Completed,Verified,Paid,91667.40000000001,18.0,1447.379999999991,0.1051693404634581,High Risk
PO-00453,Epsilon_Group,2023-11-14,2023-12-01,Office Supplies,Delivered,1585,56.38,53.05,,Yes,Completed,Verified,Paid,84084.25,17.0,5278.050000000008,,Low Risk
PO-00454,Epsilon_Group,2022-04-16,2022-04-27,Electronics,Delivered,66,58.05,50.76,,Yes,Completed,Verified,Paid,3350.16,11.0,481.13999999999993,,Low Risk
PO-00455,Beta_Supplies,2022-12-29,2023-01-18,MRO,Delivered,1245,52.4,51.65,118.0,No,Completed,Verified,Paid,64304.25,20.0,933.75,0.09477911646586346,Low Risk
PO-00456,Delta_Logistics,2023-07-28,2023-08-10,Electronics,Delivered,1293,50.21,47.55,,No,Completed,Verified,Paid,61482.149999999994,13.0,3439.3800000000047,,Low Risk
PO-00457,Beta_Supplies,2023-02-21,2023-02-27,Packaging,Delivered,207,64.29,63.01,25.0,Yes,Completed,Verified,Paid,13043.07,6.0,264.9600000000017,0.12077294685990338,High Risk
PO-00458,Beta_Supplies,2023-09-28,2023-10-18,Office Supplies,Delivered,526,26.37,25.32,47.0,Yes,Completed,Verified,Paid,13318.32,20.0,552.3000000000004,0.08935361216730038,Low Risk
PO-00459,Gamma_Co,2022-06-08,2022-06-14,Electronics,Delivered,1119,27.03,23.82,,Yes,Completed,Verified,Paid,26654.58,6.0,3591.990000000001,,Low Risk
PO-00460,Gamma_Co,2022-08-31,2022-09-02,Packaging,Delivered,1446,90.63,84.51,77.0,Yes,Completed,Verified,Paid,122201.46,2.0,8849.519999999986,0.05325034578146611,Low Risk
PO-00461,Gamma_Co,2022-06-16,2022-06-24,Office Supplies,Delivered,567,97.53,85.29,21.0,Yes,Completed,Verified,Paid,48359.43,8.0,6940.079999999997,0.037037037037037035,Low Risk
PO-00462,Delta_Logistics,2022-07-01,,MRO,Delivered,148,44.91,40.1,,No,Pending,Verified,Paid,5934.8,,711.8799999999993,,Low Risk
PO-00463,Beta_Supplies,2023-02-27,2023-03-14,MRO,Pending,1965,36.6,34.64,195.0,Yes,Completed,Pending,Not Paid,68067.6,15.0,3851.4000000000015,0.09923664122137404,Low Risk
PO-00464,Alpha_Inc,2022-01-26,2022-02-03,Office Supplies,Pending,1818,67.96,58.98,,Yes,Completed,Pending,Not Paid,107225.64,8.0,16325.639999999994,,Low Risk
PO-00465,Beta_Supplies,2022-07-03,2022-07-19,MRO,Delivered,1110,48.19,45.88,112.0,Yes,Completed,Verified,Paid,50926.8,16.0,2564.0999999999945,0.1009009009009009,High Risk
PO-00466,Delta_Logistics,2022-12-07,,Raw Materials,Delivered,329,12.96,12.74,48.0,Yes,Pending,Verified,Paid,4191.46,,72.38000000000021,0.1458966565349544,High Risk
PO-00467,Gamma_Co,2023-02-26,2023-03-17,Office Supplies,Cancelled,1422,25.62,25.18,65.0,Yes,Completed,Pending,Not Paid,35805.96,19.0,625.6800000000018,0.04571026722925457,Low Risk
PO-00468,Delta_Logistics,2023-11-17,,Raw Materials,Delivered,546,82.63,74.77,76.0,No,Pending,Verified,Paid,40824.42,,4291.5599999999995,0.1391941391941392,High Risk
PO-00469,Gamma_Co,2022-09-12,2022-09-22,Office Supplies,Partially Delivered,351,72.08,71.3,20.0,Yes,Completed,Pending,Not Paid,25026.3,10.0,273.7800000000004,0.05698005698005698,Low Risk
PO-00470,Delta_Logistics,2022-10-01,2022-10-18,Raw Materials,Partially Delivered,230,13.0,12.81,,No,Completed,Pending,Not Paid,2946.3,17.0,43.69999999999989,,Low Risk
PO-00471,Alpha_Inc,2022-06-13,2022-06-19,MRO,Delivered,656,30.73,26.26,17.0,Yes,Completed,Verified,Paid,17226.56,6.0,2932.3199999999993,0.025914634146341462,Low Risk
PO-00472,Gamma_Co,2023-12-20,2024-01-09,MRO,Delivered,1172,34.34,32.09,69.0,Yes,Completed,Verified,Paid,37609.48,20.0,2637.0,0.05887372013651877,Low Risk
PO-00473,Gamma_Co,2022-04-21,2022-04-30,Electronics,Delivered,749,71.53,70.02,41.0,Yes,Completed,Verified,Paid,52444.979999999996,9.0,1130.9900000000039,0.05473965287049399,Low Risk
PO-00474,Beta_Supplies,2023-01-27,2023-02-12,Packaging,Delivered,1042,12.48,12.3,88.0,Yes,Completed,Verified,Paid,12816.6,16.0,187.55999999999972,0.08445297504798464,Low Risk
PO-00475,Delta_Logistics,2022-02-09,2022-02-27,Raw Materials,Delivered,1189,19.47,17.15,,No,Completed,Verified,Paid,20391.35,18.0,2758.4800000000005,,Low Risk
PO-00476,Epsilon_Group,2023-04-27,,Office Supplies,Delivered,240,88.14,81.9,4.0,Yes,Pending,Verified,Paid,19656.0,,1497.5999999999988,0.016666666666666666,Low Risk
PO-00477,Epsilon_Group,2022-08-16,2022-09-02,MRO,Delivered,302,26.98,26.47,9.0,Yes,Completed,Verified,Paid,7993.94,17.0,154.02000000000046,0.029801324503311258,Low Risk
PO-00478,Beta_Supplies,2022-07-24,2022-08-03,MRO,Pending,1030,70.81,61.58,,No,Completed,Pending,Not Paid,63427.4,10.0,9506.900000000003,,Low Risk
PO-00479,Delta_Logistics,2023-04-17,2023-04-23,Office Supplies,Delivered,977,33.79,32.25,137.0,Yes,Completed,Verified,Paid,31508.25,6.0,1504.5799999999992,0.14022517911975435,High Risk
PO-00480,Alpha_Inc,2022-12-25,2023-01-11,Packaging,Delivered,1234,19.99,17.66,25.0,Yes,Completed,Verified,Paid,21792.44,17.0,2875.219999999998,0.02025931928687196,Low Risk
PO-00481,Beta_Supplies,2022-11-09,2022-11-23,Office Supplies,Delivered,1329,33.48,33.06,146.0,Yes,Completed,Verified,Paid,43936.740000000005,14.0,558.1799999999928,0.10985703536493605,High Risk
PO-00482,Gamma_Co,2022-08-22,2022-08-30,Raw Materials,Delivered,1396,77.63,67.81,58.0,Yes,Completed,Verified,Paid,94662.76000000001,8.0,13708.71999999999,0.04154727793696275,Low Risk
PO-00483,Alpha_Inc,2022-08-17,2022-08-29,Raw Materials,Delivered,177,90.06,87.71,7.0,Yes,Completed,Verified,Paid,15524.669999999998,12.0,415.9500000000015,0.03954802259887006,Low Risk
PO-00484,Delta_Logistics,2022-01-25,,Electronics,Delivered,67,84.72,73.06,9.0,Yes,Pending,Verified,Paid,4895.02,,781.2199999999998,0.13432835820895522,High Risk
PO-00485,Gamma_Co,2023-11-07,2023-11-20,Office Supplies,Delivered,1866,50.78,48.2,96.0,Yes,Completed,Verified,Paid,89941.20000000001,13.0,4814.279999999997,0.05144694533762058,Low Risk
PO-00486,Epsilon_Group,2022-07-17,2022-07-25,MRO,Delivered,1808,72.23,67.86,53.0,Yes,Completed,Verified,Paid,122690.88,8.0,7900.960000000008,0.0293141592920354,Low Risk
PO-00487,Delta_Logistics,2023-02-13,2023-02-16,Electronics,Cancelled,615,30.3,29.52,96.0,Yes,Completed,Pending,Not Paid,18154.8,3.0,479.7000000000007,0.15609756097560976,High Risk
PO-00488,Gamma_Co,2022-12-03,2022-12-04,Office Supplies,Pending,619,38.38,35.02,34.0,Yes,Completed,Pending,Not Paid,21677.38,1.0,2079.8399999999997,0.05492730210016155,Low Risk
PO-00489,Delta_Logistics,2022-10-13,2022-10-17,Office Supplies,Delivered,1396,94.75,84.06,210.0,Yes,Completed,Verified,Paid,117347.76000000001,4.0,14923.239999999996,0.1504297994269341,High Risk
PO-00490,Gamma_Co,2022-03-13,2022-03-24,MRO,Delivered,1945,11.28,9.98,94.0,Yes,Completed,Verified,Paid,19411.100000000002,11.0,2528.4999999999977,0.04832904884318766,Low Risk
PO-00491,Delta_Logistics,2022-10-13,2022-10-18,Packaging,Delivered,735,18.49,15.89,113.0,No,Completed,Verified,Paid,11679.15,5.0,1910.9999999999984,0.15374149659863945,High Risk
PO-00492,Epsilon_Group,2022-12-26,2023-01-11,Office Supplies,Pending,1865,30.29,26.83,56.0,Yes,Completed,Pending,Not Paid,50037.95,16.0,6452.9000000000015,0.030026809651474532,Low Risk
PO-00493,Beta_Supplies,2023-10-19,2023-10-24,Electronics,Cancelled,675,13.69,11.84,52.0,Yes,Completed,Pending,Not Paid,7992.0,5.0,1248.7499999999998,0.07703703703703704,Low Risk
PO-00494,Gamma_Co,2023-06-06,2023-06-22,MRO,Pending,1361,28.57,24.29,65.0,Yes,Completed,Pending,Not Paid,33058.69,16.0,5825.080000000002,0.04775900073475386,Low Risk
PO-00495,Gamma_Co,2023-02-14,2023-02-15,Raw Materials,Delivered,903,66.53,60.15,29.0,Yes,Completed,Verified,Paid,54315.45,1.0,5761.140000000002,0.03211517165005537,Low Risk
PO-00496,Epsilon_Group,2023-11-27,,Packaging,Cancelled,1736,53.2,50.68,48.0,Yes,Pending,Pending,Not Paid,87980.48,,4374.720000000006,0.027649769585253458,Low Risk
PO-00497,Beta_Supplies,2023-07-04,2023-07-11,MRO,Delivered,1011,98.47,97.06,91.0,Yes,Completed,Verified,Paid,98127.66,7.0,1425.5099999999966,0.09000989119683482,Low Risk
PO-00498,Delta_Logistics,2022-12-06,2022-12-24,Electronics,Delivered,1712,88.17,85.86,246.0,Yes,Completed,Verified,Paid,146992.32,18.0,3954.720000000004,0.14369158878504673,High Risk
PO-00499,Gamma_Co,2022-01-29,,Office Supplies,Delivered,204,40.76,37.46,10.0,Yes,Pending,Verified,Paid,7641.84,,673.1999999999994,0.049019607843137254,Low Risk
PO-00500,Beta_Supplies,2022-04-29,2022-05-13,Electronics,Partially Delivered,539,33.85,30.57,34.0,No,Completed,Pending,Not Paid,16477.23,14.0,1767.9200000000005,0.06307977736549165,Low Risk
PO-00501,Delta_Logistics,2022-09-25,2022-10-05,Office Supplies,Delivered,1459,45.94,42.56,212.0,No,Completed,Verified,Paid,62095.04,10.0,4931.419999999994,0.1453050034270048,High Risk
PO-00502,Gamma_Co,2022-07-02,2022-07-06,MRO,Delivered,834,65.02,56.19,,Yes,Completed,Verified,Paid,46862.46,4.0,7364.219999999998,,Low Risk
PO-00503,Gamma_Co,2023-08-18,2023-09-01,Packaging,Partially Delivered,1177,37.37,34.27,60.0,Yes,Completed,Pending,Not Paid,40335.79,14.0,3648.6999999999935,0.05097706032285471,Low Risk
PO-00504,Delta_Logistics,2022-09-29,2022-10-19,MRO,Delivered,1466,68.82,66.82,211.0,Yes,Completed,Verified,Paid,97958.12,20.0,2932.0,0.14392905866302866,High Risk
PO-00505,Epsilon_Group,2022-02-09,2022-02-13,Electronics,Delivered,1884,47.08,44.31,54.0,Yes,Completed,Verified,Paid,83480.04000000001,4.0,5218.679999999992,0.028662420382165606,Low Risk
PO-00506,Beta_Supplies,2022-04-22,2022-05-08,Electronics,Delivered,295,60.58,57.32,31.0,Yes,Completed,Verified,Paid,16909.4,16.0,961.6999999999994,0.10508474576271186,High Risk
PO-00507,Gamma_Co,2023-09-03,2023-09-04,Raw Materials,Delivered,1249,54.18,47.29,59.0,Yes,Completed,Verified,Paid,59065.21,1.0,8605.61,0.04723779023218575,Low Risk
PO-00508,Delta_Logistics,2023-03-21,2023-04-09,Raw Materials,Delivered,1112,39.06,33.6,184.0,No,Completed,Verified,Paid,37363.200000000004,19.0,6071.520000000001,0.16546762589928057,High Risk
PO-00509,Gamma_Co,2022-12-20,2022-12-25,Office Supplies,Delivered,1550,100.61,97.43,66.0,Yes,Completed,Verified,Paid,151016.5,5.0,4928.999999999988,0.04258064516129032,Low Risk
PO-00510,Delta_Logistics,2022-11-18,2022-11-19,Electronics,Delivered,1755,82.66,73.67,258.0,No,Completed,Verified,Paid,129290.85,1.0,15777.449999999992,0.147008547008547,High Risk
PO-00511,Gamma_Co,2023-03-23,2023-03-31,Raw Materials,Delivered,808,24.19,21.64,39.0,Yes,Completed,Verified,Paid,17485.12,8.0,2060.4000000000005,0.04826732673267327,Low Risk
PO-00512,Alpha_Inc,2023-09-13,2023-09-19,Raw Materials,Partially Delivered,587,96.98,95.35,14.0,Yes,Completed,Pending,Not Paid,55970.45,6.0,956.8100000000056,0.02385008517887564,Low Risk
PO-00513,Epsilon_Group,2023-06-08,2023-06-11,MRO,Delivered,1940,58.45,50.29,54.0,Yes,Completed,Verified,Paid,97562.59999999999,3.0,15830.400000000007,0.027835051546391754,Low Risk
PO-00514,Beta_Supplies,2022-04-29,2022-05-11,Office Supplies,Cancelled,1891,91.87,80.28,158.0,Yes,Completed,Pending,Not Paid,151809.48,12.0,21916.690000000006,0.08355367530407191,Low Risk
PO-00515,Epsilon_Group,2023-01-30,2023-02-16,Packaging,Delivered,970,86.91,78.44,18.0,Yes,Completed,Verified,Paid,76086.8,17.0,8215.9,0.018556701030927835,Low Risk
PO-00516,Epsilon_Group,2023-08-14,2023-08-31,MRO,Delivered,457,52.85,50.34,16.0,Yes,Completed,Verified,Paid,23005.38,17.0,1147.069999999999,0.0350109409190372,Low Risk
PO-00517,Beta_Supplies,2022-07-14,2022-07-27,Office Supplies,Cancelled,574,12.38,11.47,,No,Completed,Pending,Not Paid,6583.780000000001,13.0,522.34,,Low Risk
PO-00518,Epsilon_Group,2022-09-18,2022-09-20,Office Supplies,Delivered,877,35.55,34.69,24.0,Yes,Completed,Verified,Paid,30423.129999999997,2.0,754.2199999999995,0.027366020524515394,Low Risk
PO-00519,Alpha_Inc,2022-02-15,2022-02-27,MRO,Delivered,1579,59.04,50.95,29.0,Yes,Completed,Verified,Paid,80450.05,12.0,12774.109999999993,0.01836605446485117,Low Risk
PO-00520,Delta_Logistics,2023-12-27,2023-12-28,Raw Materials,Delivered,952,74.72,69.73,,Yes,Completed,Verified,Paid,66382.96,1.0,4750.479999999995,,Low Risk
PO-00521,Beta_Supplies,2023-03-23,2023-03-26,Raw Materials,Pending,1898,35.53,33.25,187.0,Yes,Completed,Pending,Not Paid,63108.5,3.0,4327.440000000002,0.09852476290832456,Low Risk
PO-00522,Delta_Logistics,2022-01-02,2022-01-06,Packaging,Delivered,85,22.54,20.68,6.0,Yes,Completed,Verified,Paid,1757.8,4.0,158.09999999999997,0.07058823529411765,Low Risk
PO-00523,Gamma_Co,2023-06-17,2023-06-28,Packaging,Pending,734,92.38,78.92,34.0,No,Completed,Pending,Not Paid,57927.28,11.0,9879.639999999996,0.04632152588555858,Low Risk
PO-00524,Alpha_Inc,2023-07-06,2023-07-18,Office Supplies,Delivered,69,107.47,105.53,,Yes,Completed,Verified,Paid,7281.57,12.0,133.85999999999984,,Low Risk
PO-00525,Delta_Logistics,2023-12-05,2023-12-11,Packaging,Delivered,370,63.9,55.79,59.0,Yes,Completed,Verified,Paid,20642.3,6.0,3000.7,0.15945945945945947,High Risk
PO-00526,Delta_Logistics,2023-11-18,2023-12-03,MRO,Delivered,1849,28.25,27.53,271.0,Yes,Completed,Verified,Paid,50902.97,15.0,1331.279999999998,0.14656571119524067,High Risk
PO-00527,Beta_Supplies,2022-07-21,,Packaging,Delivered,561,35.54,30.99,68.0,No,Pending,Verified,Paid,17385.39,,2552.55,0.12121212121212122,High Risk
PO-00528,Gamma_Co,2023-01-08,2023-01-14,Electronics,Delivered,449,12.35,10.67,29.0,Yes,Completed,Verified,Paid,4790.83,6.0,754.3199999999998,0.0645879732739421,Low Risk
PO-00529,Beta_Supplies,2023-03-18,2023-03-21,Office Supplies,Delivered,703,98.75,86.78,59.0,Yes,Completed,Verified,Paid,61006.340000000004,3.0,8414.91,0.08392603129445235,Low Risk
PO-00530,Gamma_Co,2022-03-13,2022-03-28,Electronics,Delivered,1021,20.8,18.23,37.0,Yes,Completed,Verified,Paid,18612.83,15.0,2623.9700000000003,0.03623898139079334,Low Risk
PO-00531,Beta_Supplies,2023-11-12,2023-11-19,Office Supplies,Delivered,1956,68.69,65.09,,Yes,Completed,Verified,Paid,127316.04000000001,7.0,7041.5999999999885,,Low Risk
PO-00532,Delta_Logistics,2022-12-05,2022-12-12,Office Supplies,Partially Delivered,520,36.57,34.78,67.0,No,Completed,Pending,Not Paid,18085.600000000002,7.0,930.7999999999995,0.12884615384615383,High Risk
PO-00533,Delta_Logistics,2023-10-01,2023-10-12,MRO,Delivered,1216,66.16,63.0,179.0,No,Completed,Verified,Paid,76608.0,11.0,3842.559999999996,0.14720394736842105,High Risk
PO-00534,Alpha_Inc,2022-11-18,,Raw Materials,Delivered,1165,72.06,63.93,,Yes,Pending,Verified,Paid,74478.45,,9471.450000000003,,Low Risk
PO-00535,Delta_Logistics,2023-11-11,2023-11-29,Packaging,Pending,1427,93.99,83.6,213.0,Yes,Completed,Pending,Not Paid,119297.2,18.0,14826.53,0.14926419060967064,High Risk
PO-00536,Epsilon_Group,2022-05-08,2022-05-10,Electronics,Delivered,883,29.15,25.75,14.0,Yes,Completed,Verified,Paid,22737.25,2.0,3002.199999999999,0.015855039637599093,Low Risk
PO-00537,Delta_Logistics,2022-11-04,2022-11-11,Packaging,Partially Delivered,1873,11.54,9.89,284.0,No,Completed,Pending,Not Paid,18523.97,7.0,3090.4499999999975,0.15162840363053925,High Risk
PO-00538,Epsilon_Group,2023-06-04,2023-06-06,Office Supplies,Delivered,776,24.22,22.53,27.0,Yes,Completed,Verified,Paid,17483.280000000002,2.0,1311.4399999999982,0.03479381443298969,Low Risk
PO-00539,Delta_Logistics,2022-11-13,2022-11-24,Electronics,Delivered,903,95.55,92.45,149.0,No,Completed,Verified,Paid,83482.35,11.0,2799.2999999999947,0.16500553709856036,High Risk
PO-00540,Epsilon_Group,2023-11-14,2023-11-26,Electronics,Delivered,100,98.4,85.76,3.0,Yes,Completed,Verified,Paid,8576.0,12.0,1264.0,0.03,Low Risk
PO-00541,Epsilon_Group,2023-02-23,2023-03-08,Office Supplies,Delivered,1738,67.91,61.15,,Yes,Completed,Verified,Paid,106278.7,13.0,11748.879999999997,,Low Risk
PO-00542,Delta_Logistics,2022-12-01,2022-12-14,Packaging,Delivered,1771,67.57,61.48,280.0,No,Completed,Verified,Paid,108881.07999999999,13.0,10785.389999999994,0.15810276679841898,High Risk
PO-00543,Epsilon_Group,2023-02-17,2023-02-23,Electronics,Delivered,624,74.39,66.3,18.0,No,Completed,Verified,Paid,41371.2,6.0,5048.160000000002,0.028846153846153848,Low Risk
PO-00544,Alpha_Inc,2023-12-15,2023-12-31,Packaging,Partially Delivered,1263,28.75,27.1,26.0,Yes,Completed,Pending,Not Paid,34227.3,16.0,2083.949999999998,0.02058590657165479,Low Risk
PO-00545,Gamma_Co,2022-10-30,2022-11-16,Electronics,Cancelled,1198,96.45,90.09,,Yes,Completed,Pending,Not Paid,107927.82,17.0,7619.28,,Low Risk
PO-00546,Epsilon_Group,2023-07-22,2023-07-25,Raw Materials,Delivered,199,51.98,45.64,,No,Completed,Verified,Paid,9082.36,3.0,1261.6599999999992,,Low Risk
PO-00547,Epsilon_Group,2022-05-11,2022-05-14,MRO,Pending,363,45.37,38.73,,Yes,Completed,Pending,Not Paid,14058.989999999998,3.0,2410.32,,Low Risk
PO-00548,Alpha_Inc,2022-07-16,2022-07-22,Office Supplies,Delivered,619,58.4,51.04,,Yes,Completed,Verified,Paid,31593.76,6.0,4555.839999999999,,Low Risk
PO-00549,Alpha_Inc,2023-03-07,2023-03-18,MRO,Delivered,1415,15.22,13.56,30.0,Yes,Completed,Verified,Paid,19187.4,11.0,2348.9,0.02120141342756184,Low Risk
PO-00550,Beta_Supplies,2023-11-12,2023-11-23,Packaging,Delivered,354,27.71,23.87,39.0,No,Completed,Verified,Paid,8449.98,11.0,1359.36,0.11016949152542373,High Risk
PO-00551,Gamma_Co,2023-01-24,2023-02-03,MRO,Delivered,1765,81.01,78.43,78.0,Yes,Completed,Verified,Paid,138428.95,10.0,4553.699999999997,0.04419263456090652,Low Risk
PO-00552,Beta_Supplies,2023-11-25,2023-12-09,MRO,Delivered,731,19.37,17.3,69.0,No,Completed,Verified,Paid,12646.300000000001,14.0,1513.1700000000003,0.09439124487004104,Low Risk
